,text,keywords
255,thereisstillsomedebateaboutthecrystalstructureandcompositionofthefineoxidesfoundinodssteelsandnumberofdifferentphaseshavebeenbothproposedandidentifiedcompletecharacterisationoftheoxideparticlesincludingcrystalstructureandcompositionisneededasdifferentphasesandchemicalvariantsofsinglestructurehavebeenshowntoresponddifferentlytohightemperaturesandirradiationribisanddecarlanhavestudiedthecoarseningcharacteristicsofy2o3andy2ti2o7oxidesathightemperaturestheyshowthattheincreaseinparticlesizeisgreaterforthenonticontainingphasesimilarlyrattietalalthoughtheydonotalludetospecificoxidephaseshaveshownthatsmalltiadditionstoanodsalloydramaticallyreducesthecoarseningratesofdispersoidswhencomparedtoanequivalentalloywithouttitaniumforexampleribisindicatesthatcoarseningratesmaybecontrolledbyinterfacialenergybetweenthesecondaryphaseparticlesandthematrixhepointsoutthattheresistancetocoarseningobservedinthetisystemisprobablytheresultofverylowinterfaceenergyandthiswoulddifferfromonephasetoanotherwhittleetalhaveshownthatpyrochloreandstructurescloselyrelatedtothepyrochlorestructurerespondindifferentwaystoirradiationtheyrevealedthatoxidestructureandvariationsincompositioncanaffecttheirabilitytowithstandandrecoverfromirradiationinduced,"['18%Cr ODS alloy', 'alloy', 'coarsening rates', 'complete characterisation of the oxide particles', 'crystal', 'dispersoids', 'fine oxides', 'irradiation', 'matrix', 'O', 'ODS steels', 'oxide', 'oxide particles', 'particle', 'particles', 'pyrochlore', 'Ti', 'titanium', 'Y', 'Y2O3', 'Y2Ti2O7 oxides']"
256,themostwidelyusedionsourceinfibinstrumentsisgalliumliquidmetalionsourcegalliumisattractiveasanionsourcebecauseofitslowmeltingtemperatureatstandardatmosphericpressureanditslowvolatilityhoweversomematerialsshowsensitivitytothegaionbeamthissensitivityismanifestedaschangesinthestructureandchemicalcompositionofthestartingmaterialuponexposuretothegaionbeamgroupiiicompoundsemiconductorsareoneclassofmaterialsthatshowsuchsensitivitycryofibmillinghasrecentlybeenreportedtosuppressthereactionsbetweenthegaionbeamandiiimaterialsthesuggestedadvantageofcryofibmillingoverroomtemperaturemillingofgroupiiimaterialsisappealinggiventhevarietyofpresentandpotentialfutureapplicationsforthesematerialsaselectronicorphotonicdevicesgiventhefavorableelectrontransportanddirectbandgappropertiesassociatedwithseveraliiisemiconductor,"['cryo-FIB milling', 'Cryo-FIB milling', 'electronic or photonic device', 'FIB instruments', 'Ga', 'Ga ion beam', 'gallium', 'Gallium', 'Group III–V materials', 'III–V materials', 'semiconductor', 'semiconductors']"
257,theabovediscussionalsolaysbarethedifferenceofperspectivesbetweenthefusionofhardconstraintsandknowledgebasemergingtheideaofkoniecznyandpinoperezistoexplainthefusionofplainepistemicstatesunderstoodassetofplausibleworldsbytheexistenceofunderlyingpartialorderingsornumericalplausibilitydegreesbybasedonaxiomsthatonlyuseplausiblesetsattachedtotheseorderingsinthesameauthorsusebothhardconstraintsandbeliefsetsreferringtoplausibleworldsandtrytoextendboththeagmrevisionandknowledgebasedmerginghowevertheydonotenvisagethemergingofintegrityconstraintsdiscussedintheprevioussectionthebeliefrevisionandmergingliteraturetakesanexternalpointofviewoncognitiveprocessesunderstudytheunderlyingorderedstructuresarehereconsequenceofthemergingpostulatesbuttheydonotappearexplicitlyintheaxiomsandtheyarenotobservablefromtheoutsideonthecontraryourapproachistoconstructfusionrulesthatonlyrelyonwhatisexplicitlysuppliedbysourcesinthesequelweconsiderthecounterpartofourfusionpostulatesforrankedmodelsthatcanbeexpressedbymeansoftotalordersofpossibleworldsorbytheirencodingsonplausibility,"['AGM revision', 'belief revision and merging', 'belief sets', 'construct fusion rules', 'fusion of plain epistemic states', 'hard constraints', 'hard (integrity) constraints', 'knowledge-based merging', 'knowledge-base merging', 'merging of integrity constraints', 'numerical plausibility degrees', 'ordered structures', 'partial orderings', 'ranked models']"
258,toaddresstheverticaldisplacementestimationofconventionalpilegroupssubjectedtomechanicalloadsvariousnumericalandanalyticalmethodshavebeenproposedthesemethodsincludethefiniteelementmethodtheboundaryelementmethodthefinitedifferencemethodtheinteractionfactormethodtheequivalentpierandraftmethods12andthesettlementratiomethodthefiniteelementmethodwhileprovidingthemostrigorousandexhaustiverepresentationofthepilegrouprelatedproblemisgenerallycomputationallyexpensiveandconsideredmainlyresearchtoolratherthandesigntoolconverselytheversatilityofsimplifiedmethodssuchastheinteractionfactorapproachthatallowscapturingthedisplacementsofanygeneralpilegroupbytheanalysisofthedisplacementinteractionbetweentwoidenticalpilesandbytheuseoftheelasticprincipleofsuperpositionofeffectsmakesthemattractiveasdesigntoolsbecausetheyallowfortheuseofexpedientparametricstudiesundervariousdesign,"['analysis of the displacement interaction between two identical piles', 'boundary element method', 'capturing the (e.g., vertical) displacements of any general pile group', 'design tool', 'design tools', 'elastic principle of superposition of effects', 'equivalent pier and raft methods', 'expedient parametric studies', 'finite difference method', 'finite element method', 'interaction factor approach', 'interaction factor method', 'numerical and analytical methods', 'pile group-related problem', 'research tool', 'settlement ratio method', 'versatility of simplified (approximate) methods', 'vertical displacement estimation of conventional pile groups subjected to mechanical loads']"
259,inthispaperthedesignofvarnishplantatcrocodilematchetlimitedtemaghanawasconsideredandmodificationmadetoeliminatebloomingandrustingofitsproductatthefinalprocessingplantwhenthereishighmoisturecontentintheatmospheretheproposeddesignincludedpipelinesorductsandhotairreceivingchambersforthevarnishfromtheexhaustgaswhichwouldhaveotherwisegonewastedwasutilisedbyredesigningthevarnishplantandthisyieldedofheatenergywhichwastransferredintotheairchamberstoaidthedryingofmatchetsatthehardeningplantconsequentlytheabsorptionofthemoistureonthesteelandthedrynessoftheproductwereimprovedfurtherstudiesweredonetoensureconstantsupplyofhotairintotheairchambers,"['absorption of the moisture', 'air chambers', 'blooming', 'constant supply of hot air into the air chambers', 'design of a varnish plant', 'drying ofmatchets', 'ductsand hot air receiving chambers', 'exhaust gas', 'Further studies', 'hardening plant', 'heat energy', 'modification made to eliminate blooming and rusting', 'pipelines', 'processing plant', 'redesigning the varnish plant', 'rusting', 'steel', 'transferred into the air chambers', 'varnish plant', 'Varnish Plant']"
260,includingcorrectionsalltheoperatorslistedhavetobeincludedframeworktocarryoutthesecalculationsistheqcdfactorizationwhichallowstoexpressthehadronicmatrixelementsintheschematicformwherearethetransitionformfactorsdefinedthroughthematrixelementsoftheistheleadingtwistmesonwavefunctionwithbeinglightconecomponentofthespectatorquarkmomentumistheleadingtwistlightconedistributionamplitudeofthetransverselypolarizedvectoristhefractionalmomentumofthevectormesoncarriedbyoneofthetwopartonsthearethehardperturbativekernelscalculatedtowiththelattercontainingthesocalledhardspectatorcontributionsthefactorizationholdsintheheavyquarklimittombthisfactorizationframeworkhasbeenusedtocalculatethebranchingfractionsandrelatedquantitiesforthedecaysandtheisospinviolationinthedecaysinthisframeworkhavealsobeenapplicationstoseeveryrecentlythehardspectatorcontributionarisingfromthechromomagnetichavealsobeencalculatedinnexttonexttoleadingorderinαsshowingthatthespectatorinteractionsfactorizeintheheavyquarkhoweverthenumericaleffectoftheresummednnlocontributionsismarginalandweshallnotincludethisinour,"['express the hadronic matrix elements in the schematic form:', 'FB→V', 'fractional momentum of the vector meson carried by one of the two partons', 'hard-spectator contribution arising from the chromomagnetic operator\xa0O8', 'heavy quark', 'isospin violation in the B→K∗γ decays', '+(k+)', 'LCDA', 'leading-twist B-meson wave-function with k+ being a light-cone component of the spectator quark momentum', 'leading-twist light-cone distribution amplitude', 'next-to-next-to-leading orde', 'NNLO', 'operators listed in\xa0(9) and\xa0(10) have to be included', 'QCD factorization framework', 'schematic form', 'spectator interactions', 'The factorization formula', 'This factorization framework', 'transition form factors defined through the matrix elements of the operator\xa0O7, φB', 'u', '〈Vγ|Oi|B〉=FB→VTiI+∫dk+2π∫01duφB,+(k+)TiII(k+,u)φV⊥(u)', 'φ⊥V(u']"
261,twodifferentmicrocontactsetupswereusedintheexperimentstheasymmetricallyheatedmeasurementsetupallowstochangethecontactedelectrodewithinsecondsandtherebytogainstatisticalinformationoverlargenumberofdifferentmicroelectrodesononeandthesamesampleinrelativelyshorttimeitalsoenablesmonitoringofopticalchangesduringthemeasurementinrealtimehowevertheasymmetricalheatingfromthebottomsideandlocalcoolingbyconvectionradiationandthecontactingtipactingasheatisknowntocausetemperaturegradientswithinthesamplesuchtemperaturegradientsareresponsibleforthermovoltageswhichcanleadtomeasurementartifactsinelectrochemicalexperimentsmoreoverinthissetuptemperaturecyclescanhardlybeperformedonsinglemicroelectrodesbutrequiresubsequentcontactinganddecontactingofdifferent,"['asymmetrical heating', 'asymmetrically heated measurement set-up', 'change the contacted electrode', 'contacting and de-contacting of different microelectrodes', 'contacting tip', 'convection', 'electrochemical experiments', 'electrode', 'gain statistical information', 'heat sink', 'local cooling', 'micro-contact set-ups', 'microelectrodes', 'monitoring of optical changes', 'radiation', 'temperature cycles', 'temperature gradients']"
262,weevaluatedthreespinoncarbonhardmasksfromirresistiblematerialsthespinoncarboncompositionsweredissolvedinsuitablesolventsuchaschloroformoranisolewithconcentrationintherange50ginthisreportfilmthicknessmeasurementsweremadeforimhm1101andimhm1102filmswhilstimhm1103wasusedforetchingfurtherinvestigationstocomparetheperformanceofthedifferentcompositionsacrosstasksareunderwayfilmsofthesocwerepreparedbyspincoatingonhydrogenterminatedsiliconsubstrateswithspeedvaryingbetween800and2000rpmfor60safterspincoatingthefilmwasbakedfor2minattemperaturesofuptoinordertoenablefurtherprocessingthesocshouldberenderedinsolubleintypicalsolventsforresistandspinonhardmasktoenablefurtherprocessingtheelutionbehavioroffilmsofimhm1101andimhm1102forthicknessesbetween30and325nmwastestedasfunctionofthebakingtemperaturefigshowsthenormalizedfilmthicknessoftwoformulationsofthesochm1101andimhm11beforeandafterdippinginmonochlorobenzeneipasolutionpriortobakingthethicknessofimhm1101wasandthethicknessofimhm1102wasfortemperaturesabovetheimhm1102filmwasrenderedinsolublewhilsttemperatureofwasrequiredtoachievethesameforimhm1101filmthicknessdidnotaffecttheelution,"['aked for 2min at temperatures of up to 330°C', 'anisole', 'baking', 'before and after dipping', 'chloroform', 'compare the performance of the different compositions across tasks', 'elution behavior', 'etching', 'evaluated three spin-on carbon hardmasks from Irresistible Materials', 'film', 'Film', 'Films of the SoC', 'film thickness measurements', 'hydrogen-terminated silicon substrates', 'IM-HM11-01', 'IM-HM11-01 and IM-HM11-02', 'IM-HM11-02', 'IM-HM11-02 film', 'IM-HM11-02 films', 'IM-HM11-03', 'MCB', 'monochlorobenzene', 'SoC', 'SoC (', 'solvent', 'spin coating', 'spin-on carbon compositions', 'spin-on-hardmask', 'three spin-on carbon hardmasks']"
263,thepaperdealswiththecomputationofdistributionnetworkcomponentsreliabilityparametersknowledgeofthecomponentreliabilityparametersinpowernetworksisnecessaryforthereliabilitycomputationandalsoforreliabilitycenteredmaintenancesystemcomponentreliabilityparametersarepossibletoretrieveonlywithaccuratedatabasesofdistributioncompaniessuchdatabaseincludesrecordsofoutagesandinterruptionsinpowernetworksitisimpossibletoretrievereliabilityparametersfromthisdataindirectwaybecauseofheterogeneityinthispaperweintroducesomeresultsofdatabasescalculationsweapplythisframeworkfortheretrievingofparametersfromoutagedataintheczechandslovakrepublicstherearealsoactualresults,"['accurate databases of distribution companies', 'component reliability parameters', 'Component reliability parameters', 'computation', 'computation of distribution network components reliability parameters', 'data', 'database', 'framework for the retrieving of parameters from outage data', 'heterogeneity', 'introduce some results of databases calculations', 'power networks', 'records of outages and interruptions', 'reliability-centered maintenance system', 'reliability computation', 'retrieve', 'retrieve reliability parameters']"
264,withintherangeoftemperatureschosenalaninedipeptideexhibitsverysimplebehaviourthisresultisduetotherelativelysmallnumberofphysicallyrelevantminimawerecharacterisedusingthisforcefieldandsolventandthelargerpotentialenergyspacingbetweentheglobalminimumandhigherenergyminimaindeedcrossoversintheapproximateglobalfreeenergyminimumforthissystemthefreeenergyofthesecondlowestpotentialenergyminimumbecomeslowerthanthatoftheglobalpotentialenergyintheharmonicapproximationwouldoccurat1170kingeneraltheharmonicpredictionforthecrossovertemperaturebetweentwominimaeqwhichclearlyillustratesthebalancebetweenpotentialenergyandwell,"['alanine dipeptide', 'balance between potential energy and well entropy', 'cross-overs in the approximate global free energy', 'force field and solvent model', 'larger potential energy spacing', 'physically relevant minima', 'range of temperatures chosen']"
265,tocalculatehedonicpriceindicesinthelinearmodeltheinitialorreferencepricehastobecalculatedthepresentstudyadoptstheapproachofdehaananddiewertpriceindexisconstructedusingthepricegeneratedbytheestimatedcoefficientsofbaseperiodregressionmodelanditiscalculatedbasedonthebasedperiodaveragevaluesofgivencellphoneplancharacteristicforeachoperatortableforcontinuouscharacteristicsdirectaveragesareusedforbinarycharacteristicstheproportionsofcellphoneplanscontainingthefeatureareusedtheresultingpricesforthisaveragecellphoneplanareconvertedtoanindexbyapplyingpreviouslycalculatedpurepricechangesfinallytheoverallhedonicpriceindexiscalculatedastheweightedaverageoffirmlevelindicesweightscorrespondtotherelativeproportionofcellphoneplansbyoperatorinthesampleforhtforvipandfor,"['applying previously calculated pure price changes', 'base period regression model', 'calculate hedonic price indices', 'linear model']"
